[00:00:01.020] 男：键盘给我吧。
[02:19:26.799] 女：想到楼就可以继续同住。
[02:19:29.699] 男：过来看你摸。
[02:19:34.459] 女：可是我可是。
[02:19:36.419] 女：土豆。
[02:19:37.439] 女：我们班。
[02:19:38.539] 女：我觉得这样。
[02:19:39.584] 女：我觉得这样的。
[02:19:41.559] 男：为什么我不能？
[02:19:44.079] 男：我也像你们一样电动。
[02:19:48.239] 男：掩盖我的理念。
[02:20:11.559] 男：嗯。
[02:20:13.659] 男：我真的不想把你弄丢。
[02:20:17.559] 男：我们在不在？
[02:20:24.019] 男：为什么我不能成为你心里的依靠？
[02:20:28.839] 男：为什么不能成为你心里的一个。
[02:20:48.119] 男：我知道我真的很感谢他，很感谢你为什么？
[02:21:00.359] 男：你受了那么多的伤害，还要那么坚强。
[02:21:09.439] 女：那没有说舍的动静。
[02:21:11.703] 男：要是我能像他那样想就好了。
[02:21:15.719] 男：我就可以放下心里的负担，跟着你走，陪着你。
[02:21:22.339] 男：为什么呀？
[02:21:27.259] 男：我真的想陪着你。
[02:21:30.059] 男：我要。
[02:21:34.859] 男：去跟这个做法的罪恶的黑暗的世界说不要。
[02:21:41.479] 男：我们。
[02:21:43.999] 男：我们干嘛看到吗？
[02:22:03.459] 男：为什么我。
[02:22:12.679] 男：我感觉我会哭的东西会弄到你的衣服。
[02:22:18.099] 女：我的一。
[02:22:21.079] 男：也没有。
[02:22:25.059] 男：你你是被他们骗了，他们是坏了。
[02:22:31.839] 男：你不要那么想自己。
[02:22:36.299] 男：你不要这么想。
[02:22:40.939] 男：你是一个很好的人。
[02:22:44.679] 男：你不要因为。
[02:22:46.619] 男：他们你做那些事情，然后就。
[02:22:50.299] 男：说你自我伤害的话。
[02:22:55.419] 男：不要，真的不要。
[02:22:59.639] 男：你才是最应该哭，最应该抱怨，最应该委屈的那个。
[02:23:19.439] 男：那个问题就当我没有问过好了。
[02:23:23.299] 男：他对你很重要。
[02:23:32.959] 男：美女。
[02:23:35.479] 男：我对不起。
[02:23:56.139] 男：这么多吧。
[02:23:57.499] 男：你你在这充钱，但是最痛。
[02:24:04.259] 男：据说还有很多顾客，我都不知道你。
[02:24:22.999] 男：我我们之后要说。
[02:24:28.959] 男：妹妹，我真的很想看你。
[02:24:31.959] 男：好的。
[02:24:43.639] 女：东东有的梦幻感都没。
[02:24:46.959] 男：东东。
[02:24:48.919] 女：你太优秀了，没有他的回归。
[02:24:55.439] 男：为何那么简？
[02:24:58.019] 男：不要那么善良好不好？
[02:25:01.339] 男：多为自己活一点好不？
[02:25:07.519] 男：对不起。
[02:25:17.359] 男：我我还我中午还开了那么过分的玩笑。
[02:25:25.739] 男：日本。
[02:25:26.679] 女：准备好了吗？
[02:25:29.839] 男：嗯，我真的知道错了。
[02:25:42.459] 男：什么这么做坏人不能得到你。
[02:25:46.159] 男：对吧？
[02:25:56.479] 男：不如说好了的。
[02:26:02.119] 男：明明已经下定好决心，不停的承受的。
[02:26:10.439] 女：因为确实太重。
[02:26:15.279] 男：我是不是又给你添加心理负担了？
[02:26:21.639] 男：对不起。
[02:26:28.319] 男：我真的很害怕。
[02:26:31.119] 男：知道了那件事情之后。
[02:26:33.819] 男：我还是要见你，送给你抱抱我真的很快乐。
[02:26:38.508] 男：这些行为会让你想起不好的。
[02:26:42.639] 女：我只担心你和谁。
[02:26:47.299] 男：我我真的不会怪你我也不会骗。
[02:26:52.399] 男：我只是，那为什么我不能？
[02:26:56.199] 男：看你口袋。
[02:26:59.219] 男：我也不想让你放弃自己，我也不想让你否认对自己的感情。
[02:27:05.539] 男：我很感谢他。
[02:27:11.059] 男：我做的只是一点。
[02:27:13.619] 男：能在学校那些微不足道的事情，他真的胖了很多。
[02:27:25.659] 男：对不起。
[02:27:28.299] 男：对不起，我还想揍你。
[02:27:31.149] 女：还帮我。
[02:27:33.099] 男：我能怎么帮你呀？
[02:27:35.839] 女：肯定就好了呀。
[02:27:37.619] 男：我感觉我没有做到。
[02:27:40.799] 女：超级多了。
[02:27:44.459] 男：真的吗？
[02:27:45.455] 男：真的。
[02:27:47.539] 女：我特别需要那些帮助的。
[02:27:51.259] 女：嗯，我还我还害怕你之后你之后。
[02:27:54.779] 女：有时候想回避我了。
[02:27:56.521] 男：然后我怎么可能会回避。
[02:28:00.679] 男：我怎么可能让你一个在学校。
[02:28:05.479] 男：对呀，但是你。
[02:28:07.664] 女：不要。
[02:28:09.439] 女：那种那种什么。
[02:28:11.899] 男：没有那些责任。
[02:28:14.759] 男：我真的没那么伟大和厉害，我做不到那么伟大的事情。
[02:28:20.173] 女：我真的你给我你知道吗？
[02:28:22.634] 女：你给我转那个补考补考时间表，对我来说。
[02:28:27.019] 女：已经是超级大的帮助，没有人告诉我这个。
[02:28:31.579] 女：我是唯一一个知道的。
[02:28:36.319] 女：真的。
[02:28:38.839] 女：而且说是那个那个什么采购表。
[02:28:43.039] 女：然后怎么看大夫啊，你也你也是那个你带带着我去看。
[02:28:49.179] 女：怎么怎么坐车啊，哪家比较好吃啊，也是礼拜五去做的。
[02:28:55.699] 男：可是最后别人说我。
[02:28:58.519] 女：这是生活中的好处，我才需要啊。
[02:29:01.365] 女：你都不知道我我在生活中有多少障碍，我多少不会做的。
[02:29:06.402] 女：而且这些也不一定就是那些话才导致我不会的。
[02:29:10.781] 女：这是我原来就很我原来我原来我原来是很笨，我自己。
[02:29:16.319] 男：你不要这样。
[02:29:18.879] 男：嗯，那有。
[02:29:20.739] 男：不要等。
[02:29:23.679] 女：这是十段老师，那段老师在帮我。
[02:29:33.999] 男：因为压根你会。
[02:29:36.219] 女：嗯，没有。
[02:29:38.779] 男：你只。
[02:29:44.639] 女：我要是这段老师真的棒了，我特别特别特别喜欢，超级感。
[02:29:50.279] 女：我以后还有很多方面。
[02:29:53.423] 男：说他的帮助。
[02:29:55.169] 男：也。
[02:29:55.659] 女：真的有人在帮我变好啊，你知道吗？
[02:29:58.237] 女：你这个笨蛋。
[02:30:00.799] 女：嗯，这么这么说，这你知道张昊为什么烦吗？
[02:30:04.627] 女：就是我怕我怕我怕你觉得我们走不到最后了，不能不能谈恋爱了，然后然后我们就没有办法像以前那样相处了。
[02:30:14.986] 男：我感觉我们不需要那种。
[02:30:19.799] 女：我真的很想我很想和我真的很想和你，但是肯定要唱歌。
[02:30:30.259] 男：后悔了。
[02:30:31.663] 男：后悔。
[02:30:34.259] 男：你会跟我。
[02:30:39.239] 男：我怕，我怕你会为了我委屈自己去接受我的想法。
[02:30:44.739] 男：那就是传统的孩子。
[02:30:47.240] 女：我不要。
[02:30:48.177] 男：我怕我怕你会这样。
[02:30:51.179] 女：我不要我只怕我，只怕我。
[02:30:53.879] 女：我只怕。
[02:30:54.746] 女：我只怕如果如果不接受。
[02:30:58.059] 女：你就不愿意和我相处，然后我就是是一个。
[02:31:01.598] 男：特别特别好，怎么可能会不愿意。
[02:31:04.304] 男：但是我不知道你如果要怎么面对。
[02:31:08.679] 男：哼我。
[02:31:11.439] 女：我没有办法。
[02:31:13.619] 男：你不要把这些揽在自己的身上。
[02:31:16.850] 男：好。
[02:31:17.899] 男：这是我们三个人的个。
[02:31:23.919] 男：我真的很感谢。
[02:31:25.999] 男：也可以。
[02:31:26.939] 男：你可以帮我传达吗？
[02:31:29.191] 男：我很感谢他。
[02:31:33.859] 男：感谢大家在那个时候把了。
[02:31:38.019] 男：陪在你最无助的时候陪着他。
[02:31:41.397] 男：你。
[02:31:43.699] 男：我这样子想，会不会让你觉得。
[02:31:46.799] 男：快手上。
[02:31:49.739] 男：为什么明明你是个那么坚强的人，我的手却觉得你很无助？
[02:32:05.279] 男：你干嘛的人？
[02:32:07.199] 男：对对对，自己的。
[02:32:10.019] 男：怎么说才可就把他们。
[02:32:14.259] 男：有这样的恨，为什么他们会不到这样的恨？
[02:32:27.279] 男：老老实实的被制裁。
[02:32:31.059] 男：他们出问题，你不觉得讨厌，就是他们罪有应得啊。
[02:32:36.319] 男：为什么？
[02:32:38.139] 男：你还要原谅他们？
[02:32:40.015] 男：你谁原谅。
[02:32:41.087] 女：他们了？
[02:32:41.891] 女：为什么？
[02:32:42.695] 男：你还要。
[02:32:43.639] 男：去考虑他们的感受。
[02:32:47.059] 男：哼。
[02:32:48.559] 男：没有没有。
[02:32:49.639] 男：我不认。
[02:32:54.379] 男：对于有的。
[02:32:57.839] 男：一个人面对。
[02:32:59.279] 男：嗯，这个。
[02:33:07.859] 女：我被虫子咬了。
[02:33:09.439] 男：哪里？
[02:33:11.959] 男：哪？
[02:33:13.219] 男：嗯，对不起。
[02:33:17.119] 女：不要跪。
[02:33:18.719] 男：有没有纸巾？
[02:33:19.810] 男：我感觉好多鼻涕，我不想不想把鼻涕掉你身上。
[02:33:31.059] 女：你这家伙不那么对。
[02:33:33.379] 男：没有。
[02:33:34.919] 男：我每次。
[02:33:35.989] 女：真的吗？
[02:33:38.959] 男：现在看估计是假的。
[02:33:42.519] 男：现在看估计是假的。
[02:33:45.179] 男：明明我过年的时候能跟他们喝到6。
[02:33:48.519] 男：6两8两都没有问题，为什么现在二两就不行了？
[02:33:59.119] 男：你可以答应我吗？
[02:34:00.699] 男：不要一定要在今天得出答案，我能不能先把明天的考试过了，好不好？
[02:34:11.859] 男：真的可以吗？
[02:34:16.119] 男：我有没有让你为难？
[02:34:18.559] 女：有啦。
[02:34:21.699] 女：有了。
[02:34:22.959] 男：对不起了。
[02:34:25.899] 男：不想让你为难的。
[02:34:28.819] 女：没办法呀。
[02:34:31.379] 男：我不想让你为难。
[02:34:38.639] 女：我朋友发。
[02:34:40.299] 男：为什么你在之前跟我聊起。
[02:34:43.999] 男：列关的时候我没有想到。
[02:34:46.579] 男：为什么你之前在第一次发置顶朋友圈的时候我没有想到？
[02:34:51.503] 男：为什么。
[02:34:52.259] 女：嗯，我自己在扛着呀。
[02:34:59.039] 男：没有看出来，我还凭什么说我想。
[02:35:04.199] 男：肯定有人。
[02:35:10.839] 男：嗯，嗯嗯。
[02:35:12.279] 女：嗯。
[02:35:16.599] 女：我道歉了好不好？
[02:35:22.799] 男：对对。
[02:35:25.019] 男：我不很温柔。
[02:35:26.272] 女：以后不要放就好了。
[02:35:28.499] 男：我不敢，我要求很低的，我不会对我这样。
[02:35:33.079] 女：嗯。
[02:35:40.979] 男：女朋友。
[02:35:42.479] 男：不是。
[02:35:45.219] 女：你不要躲着我。
[02:35:47.223] 男：我没没有。
[02:35:49.579] 男：我没有。
[02:35:51.319] 女：可是。
[02:35:52.839] 女：嗯。
[02:35:56.859] 女：裤子好可怜。
[02:35:58.209] 男：我很丑。
[02:36:01.919] 男：很狼狈吧。
[02:36:05.399] 女：对呀。
[02:36:08.719] 男：不要抽烟了。
[02:36:13.579] 男：也不要退。
[02:36:15.139] 男：那些。
[02:36:17.319] 男：那些了解不都是面前喝酒。
[02:36:24.999] 女：他要求我。
[02:36:28.219] 女：他要求我没有。
[02:36:30.519] 男：没有。
[02:36:35.619] 女：嗯。
[02:36:39.279] 男：我本来本来只是。
[02:36:42.319] 男：相信你，想让你自己静一会儿，你就会好的。
[02:36:46.949] 男：但是我还。
[02:36:48.759] 男：我不放。
[02:36:50.939] 男：我没有。
[02:36:52.299] 男：我没有完全信任你。
[02:36:55.219] 女：你自我调节能力很强。
[02:37:01.719] 男：我也觉得这我喝这一点点没有问题，不会影响待会儿开车回去的。
[02:37:07.439] 女：那不打车呀。
[02:37:21.059] 男：现在影响你明天的考试心情。
[02:37:25.239] 女：嗯，不知道，影响就影响吧。
[02:37:34.979] 男：你个狗。
[02:37:36.419] 男：嗯嗯，我。
[02:37:43.659] 男：你本来就我会找我会。
[02:37:45.678] 女：找人求助的呀，现在不是有你了吗？
[02:37:54.279] 女：那不是更好吗？
[02:37:55.500] 女：那我只有两个人帮我了呀。
[02:38:00.979] 女：那还有别的人可以帮我，我现在不是在努力的。
[02:38:04.779] 女：去构建我的，嗯，这是系统的吗？
[02:38:09.419] 男：嗯嗯嗯。
[02:38:11.259] 女：你要怪自己能帮的不如别人多，是不是？
[02:38:14.819] 男：有点你这个笨蛋。
[02:38:19.199] 女：你这样想超级笨的好不好？
[02:38:22.059] 女：嗯。
[02:38:24.819] 女：你不许这么想啊。
[02:38:27.779] 女：你自己都跟我说，不许给自己太大压力啊，做你自己就好了呀。
[02:38:33.479] 男：嗯。
[02:38:34.879] 女：我经历过那种我不想给自己揽太大的。
[02:38:38.839] 女：单子结果最后发现承担不了了，然后他就给我断掉了，不想这样的，对不对？
[02:38:49.719] 男：我真的不应该问你那个问题。
[02:38:52.203] 女：我要去比较好不好？
[02:38:54.839] 女：我我也很想我当老师。
[02:38:57.999] 男：你给我。
[02:39:05.139] 男：充斥了自己的想法，是为了让。
[02:39:10.759] 男：那有困难，我让你痛苦啊。
[02:39:21.399] 男：为什么爸爸妈妈。
[02:39:28.739] 女：嗯，你说到这个，我还想开一个地狱玩笑哦，嗯可以吗？
[02:39:33.599] 女：你知道你知道自己的家庭是怎样的吗？
[02:39:36.459] 女：他爸爸在初中的时候喝醉酒，然后跳楼，就是掉下楼死掉了。
[02:39:41.659] 男：他爸爸初中的时候。
[02:39:43.250] 女：在他十几岁的时候掉下楼死掉了。
[02:39:46.035] 男：那他妈妈呢？
[02:39:47.030] 女：他妈妈他妈妈就一个人啊。
[02:39:49.499] 男：他你是说他他自己十几岁的时候，还是他爸爸十几岁的。
[02:39:54.526] 女：他自己十四。
[02:39:59.239] 男：那他妈妈真的好辛苦。
[02:40:02.479] 女：那他很讨厌他爸爸。
[02:40:05.179] 男：很自私，因为自己的痛苦经历就精神。
[02:40:09.759] 女：不是亲生哦，是他是他自己喝醉酒，然后到。
[02:40:14.139] 女：在阳台那里不能接下去。
[02:40:18.319] 女：然后他自己不好过了，就是自己的生活，但是他很讨厌他爸爸。
[02:40:23.539] 男：不管你把以后发生什么事情，都不要轻生。
[02:40:28.839] 女：不要说轻生这个词。
[02:40:30.808] 男：嗯，那我不说。
[02:40:33.659] 男：可能自己没有什么感觉，但是这个世界上真的有很多在意你的。
[02:40:39.519] 女：不知道。
[02:40:45.199] 女：好点了吗？
[02:40:47.539] 男：我不知道怎么开口，我不知道能问谁，我只能问心里的另一面。
[02:40:53.499] 男：我很想跟龙姐倾诉，但是我觉这个事情对你很重要，是很。
[02:41:00.319] 男：是你相信我才告诉我这些，我不能告诉他。
[02:41:04.199] 女：你可以隐去我的我的身份和他。
[02:41:07.359] 男：我只能看。
[02:41:08.659] 男：可我心里的另一面去讨论。
[02:41:18.179] 男：为什么？
[02:41:31.779] 男：你可以答应我吗？
[02:41:33.959] 男：不管你发生了什么，今天怎么样，嗯，我要明影响你明天考试的状态。
[02:41:41.679] 男：因为如果。
[02:41:43.519] 男：掩蔽的话真的会。
[02:41:46.219] 男：影响你以后的就业。
[02:41:50.959] 男：我真的很想你，你的靠。
[02:41:53.859] 男：哪怕你不结婚。
[02:41:56.079] 男：如果你不结婚，你直接可以。
[02:42:02.339] 男：能在这里靠自己的人活着。
[02:42:06.639] 男：是的。
[02:42:07.639] 男：过得好不辛苦。
[02:42:10.999] 男：到手机。
[02:42:12.619] 男：面试的。
[02:42:13.859] 男：已经克服了面试的难关，然后别人却说你没有拿到毕业证卡的。
[02:42:20.999] 男：我不行。
[02:42:23.099] 女：那能咋办？
[02:42:24.759] 男：我没有。
[02:42:26.139] 女：办法的。
[02:42:27.719] 男：明明天明天再复习。
[02:42:32.419] 男：把心态放好。
[02:42:38.519] 女：我还想和段老师当一起当好朋友怎么办？
[02:42:43.079] 男：嗯。
[02:42:47.399] 男：我想听。
[02:42:51.559] 男：不可能放过你的人。
[02:42:55.559] 男：他妈的不会。
[02:43:25.419] 男：嗯。
[02:43:30.999] 男：一年不过。
[02:43:40.779] 男：答应我，保护好自己好吗？
[02:43:46.619] 男：漂亮。
[02:43:48.839] 男：资源太棒，变成别人伤害你，盯上你。
[02:43:53.439] 男：我爱上你了。
[02:43:55.999] 男：嗯，不好不好不。
[02:44:01.619] 男：好不好？
[02:44:02.819] 男：嗯。
[02:44:05.339] 男：没有了你。
[02:44:17.739] 男：你不要。
[02:44:19.299] 男：我怕就是怪。
[02:44:36.459] 男：我感觉我好像把你衣服弄脏了，我流了好多泪。
[02:44:41.439] 女：没事。
[02:44:47.999] 女：第一次看到老师哭这么可。
[02:44:53.359] 男：我好像很久没哭。
[02:44:55.979] 女：那我很荣幸哦。
[02:44:58.125] 男：嗯不要。
[02:45:11.859] 男：我们可以求助别人。
[02:45:14.819] 男：有谁能求助我？
[02:45:20.599] 男：检查有用吗？
[02:45:21.922] 男：医生有用吗？
[02:45:23.246] 男：心理医生有用吗？
[02:45:25.239] 男：老师有用吗？
[02:45:28.239] 男：能帮我们。
[02:45:35.759] 男：谁能帮我？
[02:45:37.559] 男：谁能抱抱你，不要那么想。
[02:45:42.519] 女：嗯，我怎么想自己？
[02:45:44.779] 男：不要因为。
[02:45:48.159] 男：不要以为自己是。
[02:45:50.219] 男：不要觉得是因为自己的身体的特性。
[02:45:54.379] 男：导致他们盯上你。
[02:45:56.665] 女：不要没有啊。
[02:45:58.559] 男：不要笑。
[02:45:59.659] 女：没有啊。
[02:46:01.399] 女：我不是说我没有觉得这个是问题吗？
[02:46:05.479] 男：英雄。
[02:46:06.939] 男：嗯，你上厕所你你上厕所，你自己的某些性格特质和身体。
[02:46:17.239] 男：就被他们称为满足。
[02:46:20.639] 男：帝王灯。
[02:46:22.139] 女：对呀，但这个又不是我的问题。
[02:46:26.839] 女：我没有这样想啊。
[02:46:30.899] 男：我真的感觉那天。
[02:46:32.959] 男：那天你要在自己科房子。
[02:46:36.839] 男：嗯，不要的。
[02:46:38.079] 女：有也是我的课题呀。
[02:46:41.579] 男：不怪你那不是你的问。
[02:46:44.879] 女：你在打。
[02:46:57.479] 男：我真的不能说服。
[02:46:59.979] 男：哪怕只是最后这一年多。
[02:47:02.939] 男：放下心里的一切负担，跟你在一起。
[02:47:06.999] 男：我真的说服不了，我觉得如果是这样的话，我真的只是在占。
[02:47:12.663] 女：你的便宜。
[02:47:13.607] 女：没有。
[02:47:17.099] 女：听当事人的说法。
[02:47:19.839] 女：我也很喜欢。
[02:47:22.279] 男：什么嗯。
[02:47:24.379] 男：喜欢什么抱抱。
[02:47:31.759] 男：感觉这两天我只是在索取。
[02:47:35.479] 女：我跟你说了，因为因为因为我觉得在你不知情的情况下，我主动去做事，对你不负责任。
[02:47:45.819] 男：我也会让你难受吧。
[02:47:48.203] 女：没有。
[02:47:49.299] 女：我，好。
[02:47:50.399] 女：我真的之前就想和你抱抱了。
[02:47:54.359] 女：所以我才我才在那天喝了酒。
[02:48:02.739] 女：所以不是在说便宜呢？
[02:48:08.159] 女：谁来先报一个？
[02:48:18.639] 男：为何不会痛？
[02:48:23.259] 男：嗯嗯。
[02:48:27.779] 女：啊，看一下面。
[02:48:29.279] 女：你现在抬头你的脸。
[02:48:32.659] 男：会让你为难吗？
[02:48:34.189] 男：不会。
[02:48:34.939] 女：我只担心你的想法。
[02:48:48.799] 男：我逼了我不会。
[02:49:04.079] 男：我们慢慢去。
[02:49:22.839] 男：现在几点？
[02:49:29.339] 男：4.07。
[02:49:34.679] 女：嗯，没那么多了吧。
[02:49:37.799] 男：我感觉好点了。
[02:49:41.319] 男：是不是给了你很多负担？
[02:49:45.339] 男：我不该喝酒的。
[02:49:47.699] 女：说出来都说出来很好玩。
[02:50:01.539] 男：好点。
[02:50:03.719] 男：现在嘴里一股具有臭味。
[02:50:07.559] 男：回去回去睡又要骂我了，喝一身烂醉。
[02:50:19.399] 女：说一个可能有点过激。
[02:50:21.979] 男：的话嗯。
[02:50:23.099] 女：但是对我来说。
[02:50:24.879] 女：嗯，你果断老是想亲我也是可以。
[02:50:28.559] 女：如果段老师在之后找到了一个可以想要一起相处一辈子的女孩子，我觉得也是很好。
[02:50:43.239] 女：我只想和你说。
[02:51:07.179] 女：我也不想你太难过。
[02:51:15.039] 女：百度。
[02:51:18.239] 男：嗯嗯。
[02:51:25.779] 男：今天不，真的不。
[02:51:30.619] 女：难过的事情我都说出来。
[02:51:52.379] 男：因为我不知道怎么样才可以。
[02:52:07.459] 男：我头发用了陈老师家的洗发水，不相容，好硬啊。
[02:52:12.547] 女：很关键的。
[02:52:16.099] 男：因为我用护发素超级热。
[02:52:27.579] 男：我们可以求助别人吗？
[02:52:29.904] 女：求助谁？
[02:52:31.339] 男：心理医生。
[02:52:33.919] 男：对不起，我不知道要怎么。
[02:52:37.139] 女：哎，试试呢。
[02:52:40.379] 男：Hello. 
[02:52:42.559] 女：心理医生的作用不是顺服。
[02:52:45.479] 男：他能让我接受。
[02:52:48.479] 女：心理作用。
[02:52:49.819] 女：心理医生的一般。
[02:52:51.839] 女：作用是引导你去确定自己真正的。
[02:52:56.399] 女：算挺贵的了。
[02:53:02.659] 女：你需要的话可以试试。
[02:53:05.859] 女：但是真的好贵啊。
[02:53:08.479] 男：因为我觉得可以用这些钱去带你吃。
[02:53:11.621] 男：我想带你。
[02:53:13.359] 女：超级贵，一下几百块，一周一次。
[02:53:16.479] 男：到高中的时候想去找心理医生，一看挂号费就要300块. 
[02:53:20.639] 女：我就放弃了。
[02:53:21.543] 女：我要找心心理医生和心理咨询师不一样。
[02:53:24.879] 女：一天还没。
[02:53:25.919] 女：但是可以给。
[02:53:27.819] 男：你要找谢超。
[02:53:31.579] 男：那个我不知道。
[02:53:33.247] 女：稻田小区。
[02:53:35.439] 女：不知道。
[02:53:39.619] 男：我不知道要不要试一试，但是我觉得这种事情不能跟其他人。
[02:53:51.159] 男：我不想让你为难，不要想着。
[02:54:23.639] 男：我想。
[02:54:30.739] 男：我把包背着。
[02:56:44.959] 男：需要便宜。
[02:56:55.639] 女：就不要伤害你自己就会。
[03:00:57.379] 男：我打开看。
[03:01:01.379] 男：他们给我。
[03:01:04.699] 男：那个班级。
[03:01:06.479] 男：在宿舍拉屎，拉到另一边的床上。
[03:01:10.259] 男：然后你就今天晚上他出去玩不回来。
[03:01:15.079] 女：然后问我们能不能帮他停一下方便。
[03:01:19.279] 男：嗯，我也。
[03:01:27.539] 女：你看。
[03:01:33.859] 男：哦。
[03:01:44.859] 男：我发朋友圈。
[03:01:46.539] 男：这是啥鸟？
[03:01:48.599] 男：说确实是看了谐音梗。
[03:01:52.159] 女：然后我姨妈，我大妈妈她还有二妈妈。
[03:01:55.659] 男：他们都没看出我在玩。
[03:01:58.459] 男：他们说这是斑鸠，好。
[03:02:02.059] 女：我给你。
[03:02:03.379] 女：我我大妈妈和大妈妈。
[03:02:06.199] 男：真的特别。
[03:02:10.139] 男：特别好笑。
[03:02:18.199] 女：然后我在忙。
[03:02:32.259] 男：我们把包包。
[03:02:39.879] 女：不不会不会。
[03:03:46.879] 男：嗯，没有没有。
[03:04:03.039] 女：我可以把包放在这儿吗？
[03:36:52.099] 女：那你不要给。
[03:36:55.219] 男：努力调整好状态，明天考试。
[03:36:58.259] 男：然后我们。
[03:36:59.919] 男：那个。
[03:37:02.159] 男：下个星期一起。
[03:37:04.359] 男：去。
[03:37:05.639] 男：去看樱花的时候。
[03:37:08.039] 男：晚上的时候。
[03:37:10.379] 男：我们在。
[03:37:12.879] 男：说这个话题好吗？
[03:37:15.939] 男：好吗？
[03:37:37.719] 女：他们就喜欢我。
[03:37:57.199] 男：不能说。
[03:37:58.539] 男：什么？
[03:38:03.999] 男：什么呀？
[03:39:00.859] 女：可以啊。
[03:39:11.799] 男：成哥他去成哥他家。
[03:39:13.819] 男：大家。
[03:39:17.579] 男：我是他爸爸妈妈。
[03:39:23.279] 男：要不要背？
[03:39:30.379] 男：可爱的宝。
[03:39:46.019] 男：我是他爸爸。
[03:40:55.399] 男：然后。
[03:40:57.579] 男：我出来我会。
[03:40:59.399] 男：回到广州的时候，我说。
[03:41:01.819] 男：啊，哥哥啊。
[03:41:04.359] 男：哎，其实我一直不知道叫他什么好，我就感觉叫他老师也有距离感。
[03:41:09.512] 男：叫他叫他哥哥的话。
[03:41:11.179] 男：一般人的习惯都是名字最后一个字，然后再加个。
[03:41:16.499] 男：对吧？
[03:41:17.026] 男：比如说有人叫我的话，他们会叫轩哥。
[03:41:21.839] 男：然后或者叫我断舍。
[03:41:25.019] 男：但是。
[03:41:26.199] 男：陈哥，他的名字就是那个。
[03:41:30.599] 男：金戈铁马的戈。
[03:41:32.479] 男：不管是叫他陈哥还是。
[03:41:35.559] 男：感觉都很乖。
[03:41:37.419] 男：我我所以我我我我这时候微信跟他聊天就。
[03:41:43.279] 男：想喊他，但不知道喊什么的时候，就发那个张飞的表情。
[03:41:48.939] 男：感觉那个挺合适。
[03:41:53.939] 男：然后我就觉得。
[03:41:56.839] 男：他独立。
[03:41:57.959] 男：他现在自己也很。
[03:41:59.679] 男：但是我但是在我眼里，他就是有点无病呻吟的感觉。
[03:42:05.079] 女：要尿了。
[03:42:06.439] 男：因为哇你想他他他研究生毕业，然后在华商上班当老师。
[03:42:12.679] 男：然后他父母又是老老。
[03:42:15.519] 男：老佛山。
[03:42:17.619] 男：老婆生日。
[03:42:19.459] 男：然后给他买的房，也不用他还贷款。
[03:42:23.239] 男：他只需要过好自己的小日子。
[03:42:31.839] 男：我我我那会儿。
[03:42:35.379] 男：无病呻吟的。
[03:42:38.839] 女：你在家。
[03:42:40.099] 男：那个。
[03:42:41.199] 男：但这次去的时候，感觉他也。
[03:42:47.239] 男：然后我我留意到了一个事情，我没有问他。
[03:42:50.839] 男：我发现他的书桌上旁边有个毛板板。
[03:42:54.179] 男：然后挂了一个他跟一个女生。
[03:42:57.159] 男：的合照。
[03:42:59.679] 女：然后挂了一个合照。
[03:43:01.157] 男：还有一个那个女生单独的合照。
[03:43:04.399] 男：然后他一直跟我说自己的感情不顺。
[03:43:07.386] 女：然后我就得八卦一下。
[03:43:09.459] 女：他八卦完你你八卦他了。
[03:43:20.839] 男：我只跟他说了。
[03:43:22.369] 女：我只告诉了他我对你的。
[03:43:26.599] 男：对你的。
[03:43:29.659] 男：然后跟他说我很。
[03:43:34.779] 男：然后我只告诉了他这两个。
[03:43:37.379] 男：然后他他还很期待的。
[03:43:40.439] 男：想要抱。
[03:43:46.239] 男：我之前他还跟我说。
[03:43:48.459] 男：哎呀。
[03:43:52.279] 男：等你等你们修成正果之后。
[03:43:55.259] 女：不要一起过来。
[03:43:56.839] 女：还有我说。
[03:43:59.219] 男：嗯。
[03:44:00.699] 男：八字的半撇撇过去了没？
[03:44:06.359] 男：只不过我我想到可能画图。
[03:44:15.859] 男：但是啊。
[03:44:17.439] 男：我感觉我现在已经。
[03:44:21.839] 男：啊，想办法。
[03:44:25.599] 男：我感觉。
[03:44:38.579] 男：好吗？
[03:44:39.195] 男：我们班。
[03:44:42.039] 男：不要一个人孤单。
[03:44:45.679] 男：好不好？
[03:44:58.959] 女：回去的路上。
[03:45:20.459] 男：虽然我真的很。
[03:45:24.059] 男：我觉得这个要留到我们整整本。
[03:45:32.959] 女：我也想去。
[03:45:44.739] 男：你要回。
[03:45:48.279] 男：大不了等会儿。
[03:45:50.639] 男：到那个楼下再放。
[03:45:58.699] 男：我把车到。
[03:46:26.879] 女：你可以抱着我腰吗？
[03:46:28.839] 女：抱住肩膀的话可能会压到我。
[03:47:04.139] 女：十号。
[03:47:08.419] 女：可能是吧。
[03:47:10.459] 女：好，会不会很烦躁的时候。
[03:47:12.659] 男：酒精的耐受程。
[03:47:17.639] 男：我。
[03:47:18.579] 女：你可能很难想象吧，我之前大一的时候。
[03:47:22.699] 女：大一的时候心情不好，喝了半瓶。
[03:47:25.385] 男：啤酒就醉了。
[03:47:29.559] 女：那个时候就是。
[03:47:39.839] 女：跟国际队的朋友喝酒。
[03:47:56.699] 女：不要掉下去。
[03:47:58.979] 男：不然的话，我。
