[00:00:01.260] 女：开始了吗？
[01:37:51.339] 女：我跟和尚相处的。
[01:37:53.319] 女：最集中的就是在十月底到12月中旬。
[01:37:57.959] 女：是是是，两个多月吧。
[01:38:00.739] 女：我们整个十月基本上每一天都会都会出去玩。
[01:38:05.259] 女：然后就比如说我们刚认识没过去，就去大马上听一些。
[01:38:10.439] 女：然后跑去旁边人的小学。
[01:38:12.854] 女：我现在。
[01:38:15.059] 女：然后这段时间他就经常对我发表一些。
[01:38:19.599] 女：各种外貌上的一些能力上的一些赞美。
[01:38:25.439] 女：就那样了，等一下一看就是一种。
[01:38:28.739] 女：跟他在二成的女人一样。
[01:38:45.379] 女：啊，你要你你你你你要听我跟何川之间就那些具体的细节。
[01:38:52.439] 男：影响这些学。
[01:38:55.159] 女：你整天就是不影响，不影响的话。
[01:38:57.788] 男：我觉得你可以先讲完整体的，然后以后你再慢慢告诉。
[01:39:02.379] 女：看一下11月。
[01:39:05.059] 女：反正是在在在这段时间那个那个那个他。
[01:39:11.339] 女：他他他就这样那样。
[01:39:13.459] 女：然后然后就就让我很困惑。
[01:39:16.039] 女：然后他当。
[01:39:21.159] 女：那到后面。
[01:39:22.479] 女：就会在。
[01:39:26.479] 女：其实都都没什么，但是还要做出来一些外来的时。
[01:39:30.659] 女：这样子的那然后在12 12月的时候。
[01:39:35.439] 女：12月12月中中旬我们就见面之后，他他因为要去。
[01:39:42.679] 女：外面实习啊，还有呢。
[01:39:46.019] 女：有各自的事情。
[01:39:48.039] 女：就是中间那种很连续的界面被中断。
[01:39:51.619] 女：然后很快又面临了那个期末和寒假。
[01:39:55.079] 女：会会会莫名莫名其妙那个那个连线断掉。
[01:39:59.653] 女：然后到寒假。
[01:40:01.159] 女：其实就是2024年寒假，我过得挺挺难受的，因为我我不知道这个人是怎么回事。
[01:40:07.979] 女：然后然后就后面后面3月3月我找过一次头发。
[01:40:13.679] 女：同手台有一个发友会发游活动，我过去了，一个人过去，跑到那边玩回来。
[01:40:20.679] 女：我就找我就去找。
[01:40:23.179] 女：能不能抱一下？
[01:40:24.202] 女：这个是我第一次主动的去问的。
[01:40:27.779] 女：不倒扣的。
[01:40:30.159] 女：你给我给我弄傻逼了，然后你要在3月3月底这样。
[01:40:35.099] 女：所以他在文档里面说，我主动抱他，让他们迫迫的就不是了。
[01:40:39.630] 女：就在30岁之前那个啥。
[01:40:41.659] 女：然后是在4月27号，我的天下。
[01:40:45.299] 女：生日你就先告诉我，我才知道的这个事。
[01:40:49.819] 女：就知道知道知道知道那个年龄，然后然后四月到5月。
[01:40:55.239] 女：呃，4月4月到5月，我们都在那处理这个嘛，当时都是。
[01:41:00.939] 女：就当时我不是说现实生活中没有朋友能够接受，那我跟我室友关系很。
[01:41:06.519] 女：嗯，但是。
[01:41:07.839] 女：但但是我一些比较阴暗的经历，我是个。
[01:41:14.079] 女：然后当时不是我跟B关系也很好，然后很满很满。
[01:41:19.039] 女：哎呀，他就告诉。
[01:41:20.419] 女：你要是有空就跑了。
[01:41:21.734] 女：还。
[01:41:22.179] 女：宝宝听爱听。
[01:41:24.759] 女：就是跑过来跟我。
[01:41:27.059] 女：就是因为他作为一个星星。
[01:41:30.879] 女：太清楚。
[01:41:32.299] 女：我会感觉他。
[01:41:34.699] 女：他的安慰是很有帮助。
[01:41:37.839] 女：嗯。
[01:41:39.059] 女：然后我那个时候就在忙会班呢，就是我我跟陈小鱼他们对接啊，很多都是小马在帮忙。
[01:41:48.519] 女：就他靠谱。
[01:41:50.159] 女：我是说你你要怎么说？
[01:41:52.379] 女：你要怎么做？
[01:41:53.859] 女：然后当时你就是要帮我一点。
[01:41:56.219] 女：然后就是就是到这个时候，起码在往上掰了。
[01:42:00.899] 女：然后在在在在这中间就是他们两个，他们两个之间的事情我基本上都知道。
[01:42:11.019] 女：就保护他们两个。
[01:42:16.979] 女：然后就是甚至甚至有一次就是就是就是他俩他俩说。
[01:42:22.499] 女：想买一个比较大，就是那种那那种就是我觉得我比较可。
[01:42:28.159] 女：然后就说到他们俩，就是他们俩做的时候语音给我听，连语音给我。
[01:42:35.219] 女：然后然后然后就是在处理这个事情了。
[01:42:38.699] 女：就是在那之前，他不是跟我表达过一次什么。
[01:42:41.679] 女：我记得也很穷啊。
[01:42:43.979] 女：然后有一两句话都不说，就是很想亲近，但不知道为什么有点想抱抱你，还是。
[01:42:50.779] 女：然后就是在我处理完就差不多处理这个事情的过程中，他他跟我提到他的。
[01:42:57.419] 女：因为安全。
[01:43:00.259] 女：就他说觉得这个事情是一种。
[01:43:06.499] 女：就是比较温柔的。
[01:43:10.439] 女：然后他要说话，考虑到你现在的状态，感觉不太好使。
[01:43:14.679] 女：乳液嘛，然后当时因为我在嘴巴里面有人。
[01:43:18.799] 女：就是我的身边的朋友比较多。
[01:43:21.479] 女：然后可能磕碰到了。
[01:43:23.779] 女：我很痛苦，他说。
[01:43:27.139] 女：宝宝看到。
[01:43:29.099] 女：他对我莫名其妙的产生了不善意。
[01:43:36.239] 女：你又在逗，别管了。
[01:43:40.999] 女：就是就是他很早就跟B说过，我们只是好朋友。
[01:43:46.599] 女：就是我们我我跟春华是很清楚的确定过，我们是不会发生亲密关系。
[01:43:53.299] 女：真的好难用，然后想法是这么跟你说。
[01:43:56.399] 女：看这边问题很大，这都是在我这边的描述啊。
[01:44:00.939] 女：然后估计跟他跟他说过想打我。
[01:44:05.059] 女：然后你可能接受不了，但后面还是说了，然后导致逼忍无可忍就跑来跟我说。
[01:44:10.499] 女：就好羡慕你，有你发生的这个事情可以一起找到。
[01:44:15.799] 女：就我当时发生的事情是免免无无可。
[01:44:19.559] 女：那为什么你身边还有这么多朋友啊是都觉得很痛苦，但是又觉得不能怪？
[01:44:25.719] 女：这样子。
[01:44:28.179] 女：给我发。
[01:44:30.479] 女：这怎么说呢？
[01:44:31.402] 女：他虽然陪我陪我陪我做了一些事情，但是完全不够。
[01:44:35.439] 女：就他他经常，他其实平常只是。
[01:44:38.699] 女：听完之后他就做自己的事。
[01:44:41.326] 女：然后对有一些很。
[01:44:43.179] 女：我很情绪化。
[01:44:45.399] 女：有一些东西都是回避的。
[01:44:47.859] 女：他们。
[01:44:49.719] 女：中间。
[01:44:54.639] 女：6到12页。
[01:45:02.219] 女：我我忘记中间中间的事情了。
[01:45:05.879] 女：7月7月份他们俩我去南京那边参加银河only。
[01:45:10.419] 女：他们两个说想来找我。
[01:45:12.419] 女：就是就是中间有过非常非常。
[01:45:15.639] 女：多次的那种。
[01:45:18.079] 女：就是在就是他在他两个字啊，还有我们之间的边界上啊的意思。
[01:45:27.759] 女：他们说要不要？
[01:45:29.759] 女：我们三个见面。
[01:45:31.539] 女：然后什么什么他他们两个，然后我在旁边啊什么这样子的，或者说或者说我和我和第一狂姐。
[01:45:42.699] 女：嗯，然后然后就到了12月。
[01:45:46.759] 女：12月他们他们中间发生过大大小小的矛盾，然后都来找我说了。
[01:45:55.179] 女：嗯，有时候他们他们两个之间就就就在。
[01:46:00.199] 女：沟通不了了，就就来照顾照顾。
[01:46:03.379] 女：然后我我去承接他们之间的一些爆发，包括十月份的时候。
[01:46:09.479] 女：他他干嘛了，去去去离家出走了，滑手，然后找找找我。
[01:46:15.019] 女：就是作为这个中间调解这个感觉。
[01:46:19.319] 女：给我十个月。
[01:46:21.519] 女：12月。
[01:46:23.519] 女：12月寒假就是就是穷妈一直说。
[01:46:27.519] 女：有谈到如果你过来哈尔滨，你会怎么样？
[01:46:31.499] 女：然后然后然后在相处过程中，我感觉他比较安全。
[01:46:37.039] 女：我就感觉可以。
[01:46:50.839] 女：一种一种一种新的。
[01:46:57.839] 女：他他一直在跟我提那个姓。
[01:47:00.639] 女：我是觉得可以试一试，但是我。
[01:47:03.179] 女：我在那之前，我去跟他讲过我对核酸之间那些关系，还有我对恋爱。
[01:47:10.259] 女：然后我在我在12月不是要放寒假，我就说我拿到钱可以顺便去背哈。
[01:47:16.579] 女：当然不是完全为了见他。
[01:47:19.379] 女：然后然后他他们两个当时当时闹分手，然后分手完之后他就跟我说。
[01:47:25.659] 女：我有跟他聊过。
[01:47:28.099] 女：就是就是他觉得我们真的接触是。
[01:47:32.579] 女：然后然后因为因为很熟嘛，所以所以所以我俩可以喝。
[01:47:37.719] 女：然后你来了之后，如果觉得ok的话，就试一试。
[01:47:40.999] 女：这样子。
[01:47:47.939] 女：然后我当时就也是很多顾虑啊，我就跟他说，我希望我们做了之后还是没有这样子，我不想跟我恋爱过。
[01:47:58.859] 女：他之前伪装成一种。
[01:48:01.119] 女：伪装的。
[01:48:05.699] 女：就是。
[01:48:07.699] 女：就是像我一样的。
[01:48:09.779] 女：就是我们是出于我们之间的联系。
[01:48:13.579] 女：想要去自发的去做一些事情，而不是说我想和你步入一种关系。
[01:48:18.573] 女：他觉得他他是那天跟我说，我希望我们都是当好朋友。
[01:48:22.999] 女：然后我也不想和你谈恋爱了，然后你是我遇到的第一个这样子的。
[01:48:28.039] 女：他觉得很低。
[01:48:28.951] 女：然后在12月的时候，我重申了一个一个观念。
[01:48:32.559] 女：然后就问就是就是鼻子怎么看？
[01:48:35.606] 女：因为因为他之前给我爆发过。
[01:48:38.559] 女：就是他想跟我说，然后他很痛苦。
[01:48:42.499] 女：那那什么。
[01:48:43.439] 女：然后他其实也没有回我了。
[01:48:45.679] 女：但是他跟我说。
[01:48:47.859] 女：没关系啊。
[01:48:49.619] 女：然后。
[01:48:51.859] 女：好音乐。
[01:48:56.139] 女：猫猫他他虐猫那个事情在一月份发生的，是在这里关系没有很大。
[01:49:02.579] 女：就挺重要的。
[01:49:03.517] 女：但是在这里的直线上关系没有。
[01:49:06.639] 女：嗯嗯。
[01:49:08.379] 女：就是你知道在在我过去之后发生了什么吗？
[01:49:11.339] 女：他俩不是说跟我明确说分手了吗？
[01:49:13.935] 女：两个人找我吵了好多次，就我们三个有个小时。
[01:49:17.599] 女：那么私下来找我。
[01:49:19.419] 女：收到了。
[01:49:20.359] 女：但其实还是分了。
[01:49:21.839] 女：然后当时他们就是我在已经分手的时候，他们已经负责状态下去到哈尔滨。
[01:49:27.779] 女：然后去到的。
[01:49:30.279] 女：第一次。
[01:49:31.959] 女：嗯，我们三个开了一个宾馆，就是因为他没带个手机，坏了得得出去。
[01:49:37.259] 女：然后他妈本来是打算我俩在一块儿。
[01:49:40.839] 女：他就接我和我两个在一块，我去了就是。
[01:49:44.559] 女：但没想到他女友也前女友也知道，就三个人，很尴尬。
[01:49:49.179] 女：当时我我在宿舍里面。
[01:49:51.299] 女：有功夫。
[01:49:52.659] 女：我做海报还是做什么东西。
[01:49:56.119] 女：然后我决定先把工作搞完，再一起搞。
[01:50:05.279] 女：我有事我就打开电脑。
[01:50:08.239] 女：在那个时候。
[01:50:09.439] 女：听到他俩在厂里面跳。
[01:50:17.479] 女：还是。
[01:50:18.999] 女：就是那种。
[01:50:20.859] 女：很那个的，就是你懂吗？
[01:50:22.911] 女：我就是在厂里面摸摸来摸去的那种感。
[01:50:28.159] 女：然后当时当时我我也不好去怎么样。
[01:50:32.799] 女：嗯，然后接下来我就趁他们睡觉了。
[01:50:36.579] 女：知道。
[01:50:37.859] 女：然后后来他俩分别向我承认，就在我心中说他俩非常。
[01:50:43.679] 男：嗯。
[01:50:44.739] 女：然后我不是打算或者就是那个学校他们吃年夜饭的。
[01:50:48.519] 女：然后在年夜饭的时候，他们又吵架了。
[01:50:51.339] 女：就关于那个什么和以前的女生的一些。
[01:50:54.619] 女：这个人乱。
[01:50:57.299] 女：那我们就在我在的时候，就在包饺子的时候大吵了一架，在在外面。
[01:51:02.819] 女：然后吵了很久，他们回来的时候我就装睡，在那个沙发上，我想回去，他们就。
[01:51:11.019] 女：然后就在，然后他们已经。
[01:51:14.379] 女：然后咱们另外上手。
[01:51:17.019] 女：然后那个沙发。
[01:51:19.319] 女：他们他们房间很小，就是阳那个这这边是一个吃饭的桌子，然后这边是阳台。
[01:51:25.959] 女：然后这边是沙发，这边是这个是门，然后这个是床。
[01:51:29.779] 女：这沙发在这边都是睡觉。
[01:51:32.091] 男：这边是床。
[01:51:33.016] 男：哦，没。
[01:51:34.039] 男：就是一室一厅的。
[01:51:36.919] 女：没有事，就一个厅。
[01:51:38.466] 男：我就一厅的那种。
[01:51:40.014] 男：对我知道。
[01:51:42.259] 女：我我在我在这睡觉等他们。
[01:51:47.939] 女：然后然后第二天早上起来，因为那天晚上我睡不着啊。
[01:51:53.559] 女：是睡了一个多小时吧。
[01:51:56.219] 男：那正常人谁都是。
[01:52:00.199] 女：然后然后然后第二天早上，我拍这个桌子上画画。
[01:52:04.359] 女：然后逼逼醒了，就说宝宝怎么了，怎么没睡，怎么没睡好，他就他就喊出买起来看。
[01:52:11.919] 女：看我。
[01:52:12.819] 女：关闭一下我。
[01:52:15.219] 女：然后其实其实在事后。
[01:52:18.179] 女：别在事后逼逼跟我说，他也知道那个时候我没睡。
[01:52:25.739] 女：大概是这样子。
[01:52:27.179] 女：这个是1月1月31号，就是一月27到31号吧。
[01:52:31.823] 男：我们那年过年是在外面。
[01:52:34.679] 女：我在那里待到了2月17号。
[01:52:38.179] 女：然后。
[01:52:40.459] 女：我和尺码应该是2月2，应该应该是2月3号第一次。
[01:52:45.079] 女：就是那个五套的那个视频。
[01:52:47.659] 女：不对，就是我们之前尝试了几次都没有成功，然后最后就是应该是到2月3。
[01:52:54.079] 女：然后在2月2月2月6号就是那个。
[01:52:59.039] 女：那个吃吃完药，然后。
[01:53:02.979] 女：他他去跟B说了，我们俩做完。
[01:53:05.679] 女：然后导致。
[01:53:06.779] 女：我应该是在2月3号去和B区，我们三个去了一趟书店。
[01:53:11.839] 女：我去去找B去去了解了一下他们之间的问题。
[01:53:16.719] 女：因为他们他们之前跟我提过很多次东很多东西，但是都没有解。
[01:53:21.619] 女：我就想顺便去了解一下，当时就做了很多笔记。
[01:53:25.780] 女：我想。
[01:53:26.859] 女：能够让人能够通过我去反馈。
[01:53:29.819] 女：然后就是当时他跟我承认了刚刚说的那些东西，然后就说。
[01:53:34.159] 女：他他挺好的，你要不要试试？
[01:53:38.159] 女：因为他。
[01:53:42.619] 女：他他也觉得这个人挺挺挺烂的，然后就说他们俩只是想他只是想跟他当朋友。
[01:53:49.299] 女：然后然后就在那天晚上，我和陈满就就湿了。
[01:53:53.019] 女：然后。
[01:53:54.419] 女：然后然后然后结果全网跟跟跟跟B说了，然后B就爆发了，就说我毁了他的家庭啊。
[01:54:02.179] 女：他说，宝宝，你做了对我很过分的事情。
[01:54:06.179] 女：然后就是就是那个时候。
[01:54:08.819] 女：就是2月6号到2月9号，就是我我我酗酒的那那段那段时间。
[01:54:14.059] 女：然后然后雄马他没有过来找我。
[01:54:17.639] 女：他他就他就他就问那个逼的情况怎么。
[01:54:21.319] 女：就说就说他们俩就逼他跟逼说话的时候标滑疯了一样。
[01:54:27.039] 女：你想把他吓跳楼什么的，想要把他掐死干嘛？
[01:54:30.579] 女：我说他太怕。
[01:54:32.239] 女：嗯，然后后来后来他状态真的很差，他就说那个B的宿舍号是多少，他去看看。
[01:54:38.799] 女：就是我在我在我在他家独自待了两。
[01:54:41.539] 女：他他过来就是跟我说的，然后说他去看那个买狗了。
[01:54:45.919] 女：你要在群里面聊天发个图。
[01:54:49.559] 女：然后然后他照顾了我一段，照顾了我两天。
[01:54:53.759] 女：他他觉得他觉得没有办法忍受了。
[01:54:56.859] 女：就照顾不了我，他就他就叫了另外一个他他的一个舍友过来。
[01:55:02.919] 女：然后应该是在2月11号，那个舍友过来照顾。
[01:55:06.719] 男：嗯。
[01:55:07.839] 女：嗯。
[01:55:09.539] 女：我在2月17号走。
[01:55:12.259] 女：然后中间我们就。
[01:55:14.659] 女：就是就是复盘了很多很多东西。
[01:55:18.379] 女：就包括我觉得他他有一个没有向我传达到位的地方，他直接告诉你这个是不妥当。
[01:55:24.385] 女：结果结果遭到了他很多次的一个。
[01:55:27.239] 女：那个道德姿态上的一个感觉，就高括。
[01:55:30.639] 女：我觉得是挺灵怪。
[01:55:33.039] 女：一直在听他对你做了什么，因为他他他对我。
[01:55:37.039] 女：就是让对我造成了很。
[01:55:44.279] 女：这样子。
[01:55:45.639] 女：嗯，然后那个手直接直接躺在地上了，我操。
[01:55:51.379] 女：就是听到他，就是就是在我试图让他面对他他的。
[01:55:57.319] 女：他直接说，我有什么义务听到，就是我只是你的朋友。
[01:56:02.119] 女：那为什么一不听到他对你做了什么？
[01:56:04.519] 女：嗯，好。
[01:56:06.139] 女：然后然后然后我就看着不是我倒在地上，他说是那个。
[01:56:10.319] 女：那个那个那个那个那个工友C来帮我，这其实是他舍友。
[01:56:16.299] 女：然后也是B的朋友。
[01:56:18.079] 女：他们都是一个学校。
[01:56:21.799] 女：然后。
[01:56:23.239] 女：然后在那两天，我们都就是就是因为穷嘛，他不想复仇，他就把把我甩给了C。
[01:56:30.279] 女：然后自己自己回到宿舍睡觉。
[01:56:34.099] 女：难受。
[01:56:37.979] 女：然后然后那那那那几天我就跟C说了很多很多东。
[01:56:47.079] 女：然后就是那两天都是我们一起过的。
[01:56:51.439] 女：然后。
[01:56:52.799] 女：小马跟我说，他要跟逼哥死，太恐怖了。
[01:56:56.139] 女：然后别登的时候也把我拉黑了。
[01:56:58.579] 女：不是什么，我恨你。
[01:57:00.919] 女：然后18号我们去喝酒。
[01:57:06.599] 女：然后那个时候是情人节。
[01:57:10.019] 女：喝喝酒，然后去逛，难得的下面逛了一下。
[01:57:15.019] 女：过去本来是想玩的，但是但是就是因为发生了这个事情，一直没办法。
[01:57:20.839] 女：我我1月22 11月几号去的，然后到2月17号我可。
[01:57:24.779] 女：走了两个地方。
[01:57:27.319] 女：然后14号他那个谁13号没玩完，然后在回学校的路上，那个那个逼跟他说，跟什么放在车上，我我回宿舍，我回房间了。
[01:57:41.979] 女：就是应该是看我们三个。
[01:57:48.839] 女：还好吧，没关系，没那个。
[01:57:51.639] 女：这个尺码他他觉得还是三星三星D他就回去了。
[01:57:57.239] 女：然后在路上我们再商量应该怎么办呢？
[01:58:01.439] 女：然后然后我就之后马上就把所有那些危险的刀砍伤。
[01:58:05.499] 女：然后我。
[01:58:06.679] 女：然后我不方便出场。
[01:58:08.719] 女：然后我们两个就躲在我和我和C就在阳台。
[01:58:12.559] 女：然后然后他们两个在里面聊。
[01:58:17.059] 女：结果结果聊着聊着，我听到他们两个。
[01:58:26.639] 女：然后然后然后中间停马，非常虚弱的出来过。
[01:58:32.719] 女：因为我们我们一般下午必须的，你都要到。
[01:58:38.039] 女：我把我把这个给写。
[01:58:40.019] 女：我的头脑里面。
[01:58:42.699] 男：对你做那那个时候他对你做的那个事情，好意思，现在。
[01:58:53.239] 男：然后那一天。
[01:59:08.919] 女：等一下等一下等一下。
[01:59:20.959] 女：那个时候我跟经理说了这些东西。
[01:59:24.519] 女：这是这是。
[01:59:28.299] 女：你不看他不看他是跟我说他。
[01:59:33.839] 女：然后说实话还能聊聊。
[01:59:35.899] 女：然后我觉得。
[01:59:37.219] 女：摸不到去。
[01:59:39.439] 女：我不需要伤害到他，我我想要把这个事情掰。
[01:59:45.099] 女：然后然后然后就要自己去跟跟那个聊。
[02:00:23.719] 男：那你先吃吧，吃先吃完，等一下他们打样钱我。
[02:00:30.679] 男：毕竟你也不要。
[02:00:48.619] 女：熊猫把把这天晚上。
[02:01:00.459] 男：好吧。
[02:01:01.319] 男：我我不想当美女。
[02:01:07.759] 女：然后这个事情是到3月份，三月底，他们他们为了这个事情是挺包含。
[02:01:15.279] 女：你要你要那个时候B把我写出来，还问说法是我强调了他很。
[02:01:24.039] 女：然后很快他看我没反应，他宝宝。
[02:01:34.319] 男：我现在对时间线有点不敏感。
[02:01:37.604] 女：没事。
[02:01:38.151] 男：因为。
[02:01:41.839] 女：本来事情就太密集了。
[02:01:43.619] 男：然后。
[02:01:44.779] 男：刚刚刚刚那会儿。
[02:01:50.379] 男：就是。
[02:01:55.839] 女：你是在抖。
[02:01:57.279] 男：我知道我刚刚是我在。
[02:02:05.919] 女：怎么办？
[02:02:06.647] 女：厨房空间。
[02:02:08.839] 女：我就删一个东西。
[02:02:14.979] 男：好吧，菠萝蜜还是没有吃。
[02:02:21.099] 男：先先弄完。
[02:02:22.859] 男：不要影响别人。
